开始记录: 2025-04-06 21:06:39
Successfully loaded game state from D:\codes\codes_pycharm\da_chuang\Legend_of_Zelda\Legend_of_Zelda.gb.state
---------------------------------------------------------------------
Sprite [13]: Position: (103, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (111, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (119, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (67, 38),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [22]: Position: (75, 38),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (111, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [14]: Position: (119, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [15]: Position: (67, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (75, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (67, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (75, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (111, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (119, 48),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (68, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (76, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (67, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (75, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (111, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (119, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (68, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (76, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (67, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (75, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (112, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (120, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (69, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [22]: Position: (77, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (112, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [14]: Position: (120, 49),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [15]: Position: (69, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (77, 39),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (69, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (77, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (112, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (120, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (69, 39),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (77, 39),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (69, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (77, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (112, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (120, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (70, 39),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (78, 39),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (69, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (77, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (112, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (120, 50),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (70, 39),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [22]: Position: (78, 39),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (112, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [14]: Position: (120, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [15]: Position: (71, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (79, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (70, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (78, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (112, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (120, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (71, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (79, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (70, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (78, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (112, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [18]: Position: (120, 51),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [19]: Position: (72, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (80, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (70, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (78, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [16]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [17]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (112, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [20]: Position: (120, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [21]: Position: (72, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [22]: Position: (80, 40),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (112, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [14]: Position: (120, 52),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [15]: Position: (73, 41),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [16]: Position: (81, 41),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: True
Sprite [17]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [18]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (112, 53),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (120, 53),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (73, 41),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (81, 41),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (112, 53),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (120, 53),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (74, 41),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (82, 41),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (72, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [22]: Position: (80, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (112, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [14]: Position: (120, -16),Tiles: (Tile: Tile: 68, Tile: Tile: 69), On screen: False
Sprite [15]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (112, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (120, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (74, 41),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [22]: Position: (82, 41),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
---------------------------------------------------------------------
Sprite [13]: Position: (111, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [14]: Position: (119, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [15]: Position: (74, 42),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (82, 42),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [18]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (74, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (82, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (111, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [16]: Position: (119, 54),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [17]: Position: (75, 42),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (83, 42),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (112, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [20]: Position: (120, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [21]: Position: (74, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (82, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
Sprite [13]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [14]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [15]: Position: (111, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [16]: Position: (119, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [17]: Position: (111, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [18]: Position: (119, 55),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [19]: Position: (75, 42),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [20]: Position: (83, 42),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: True
Sprite [21]: Position: (74, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
Sprite [22]: Position: (82, -16),Tiles: (Tile: Tile: 70, Tile: Tile: 71), On screen: False
---------------------------------------------------------------------
